# name                                                 (un)dir    (un)weighted    uni/bi-partite    selfloops    multiedges    nbVertices           nbEdges        density    bindensity    matdensity    averageDegree                                                      tags             weightTag                                                                                          url
edit_wikibooks_ak                                   undirected      unweighted         bipartite  noselfloops    multiedges           121     164              0.0225895     0.0165289     0.0163923           2.71074                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_als                                  undirected      unweighted         bipartite  noselfloops    multiedges           270     323              0.0088944     0.00721465    0.00718793          2.39259                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_ang                                  undirected      unweighted         bipartite  noselfloops    multiedges          1436    2480              0.002407      0.00156649    0.0015654           3.45404                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_as                                   undirected      unweighted         bipartite  noselfloops    multiedges           102     116              0.0225199     0.018443      0.0182622           2.27451                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_ast                                  undirected      unweighted         bipartite  noselfloops    multiedges           362     447              0.00684103    0.00479025    0.00477702          2.46961                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_az                                   undirected      unweighted         bipartite  noselfloops    multiedges          6596   15901              0.00073107    0.00040381    0.000403749         4.82141                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_be                                   undirected      unweighted         bipartite  noselfloops    multiedges          1160    2411              0.00358662    0.00191604    0.00191439          4.1569                           Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_bg                                   undirected      unweighted         bipartite  noselfloops    multiedges          2271    6788              0.00263347    0.00101296    0.00101252          5.97798                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_bi                                   undirected      unweighted         bipartite  noselfloops    multiedges            78      79              0.026307      0.022311      0.022025            2.02564                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_bm                                   undirected      unweighted         bipartite  noselfloops    multiedges            79      75              0.0243427     0.0204479     0.0201891           1.89873                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_bn                                   undirected      unweighted         bipartite  noselfloops    multiedges          5688   11162              0.000690127   0.000415177   0.000415104         3.92475                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_bo                                   undirected      unweighted         bipartite  noselfloops    multiedges           105     142              0.0260073     0.0194139     0.019229            2.70476                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_bs                                   undirected      unweighted         bipartite  noselfloops    multiedges          1135    2572              0.00399661    0.00224848    0.0022465           4.53216                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_ca                                   undirected      unweighted         bipartite  noselfloops    multiedges          8052   49287              0.00152058    0.000480327   0.000480267        12.2422                           Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_ch                                   undirected      unweighted         bipartite  noselfloops    multiedges            84     112              0.0321285     0.0240964     0.0238095           2.66667                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_co                                   undirected      unweighted         bipartite  noselfloops    multiedges           329     500              0.00926681    0.00607903    0.00606055          3.03951                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_cs                                   undirected      unweighted         bipartite  noselfloops    multiedges          4918   22552              0.0018652     0.00076694    0.000766784         9.17121                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_cv                                   undirected      unweighted         bipartite  noselfloops    multiedges           914    1498              0.00359025    0.00203959    0.00203736          3.2779                           Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_cy                                   undirected      unweighted         bipartite  noselfloops    multiedges           781    1170              0.00384123    0.00247874    0.00247557          2.99616                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_da                                   undirected      unweighted         bipartite  noselfloops    multiedges          4567   17832              0.00171026    0.000696018   0.000695865         7.80907                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_el                                   undirected      unweighted         bipartite  noselfloops    multiedges          4953   30846              0.00251524    0.000582536   0.000582418        12.4555                           Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_eo                                   undirected      unweighted         bipartite  noselfloops    multiedges          3672   13811              0.00204912    0.00070861    0.000708417         7.52233                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_et                                   undirected      unweighted         bipartite  noselfloops    multiedges          1447    4863              0.00464834    0.00179797    0.00179673          6.72149                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_eu                                   undirected      unweighted         bipartite  noselfloops    multiedges          1197    4898              0.00684264    0.00180775    0.00180624          8.18379                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_fa                                   undirected      unweighted         bipartite  noselfloops    multiedges         16002   59647              0.000465905   0.000184434   0.000184423         7.45494                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_fi                                   undirected      unweighted         bipartite  noselfloops    multiedges         11769   82866              0.00119664    0.000365624   0.000365593        14.0821                           Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_fy                                   undirected      unweighted         bipartite  noselfloops    multiedges           739    1173              0.00430157    0.00264769    0.0026441           3.17456                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_gl                                   undirected      unweighted         bipartite  noselfloops    multiedges          3466   13382              0.00222853    0.00101468    0.00101439          7.72187                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_got                                  undirected      unweighted         bipartite  noselfloops    multiedges            90     127              0.0317104     0.0237203     0.0234568           2.82222                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_gu                                   undirected      unweighted         bipartite  noselfloops    multiedges           115     182              0.0277651     0.0209001     0.0207183           3.16522                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_he                                   undirected      unweighted         bipartite  noselfloops    multiedges         18548  100052              0.000581681   0.000213104   0.000213093        10.7884                           Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_hi                                   undirected      unweighted         bipartite  noselfloops    multiedges          3189    5850              0.00115083    0.000646435   0.000646232         3.66886                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_hr                                   undirected      unweighted         bipartite  noselfloops    multiedges          3771   12757              0.00179465    0.000848441   0.000848216         6.76584                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_hy                                   undirected      unweighted         bipartite  noselfloops    multiedges          1956    4927              0.0025769     0.00124425    0.00124362          5.03783                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_ia                                   undirected      unweighted         bipartite  noselfloops    multiedges           885    1494              0.00381931    0.00229823    0.00229564          3.37627                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_id                                   undirected      unweighted         bipartite  noselfloops    multiedges         13841   45536              0.000475424   0.000228712   0.000228696         6.57987                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_ie                                   undirected      unweighted         bipartite  noselfloops    multiedges           705    1117              0.00450113    0.00262331    0.00261959          3.16879                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_is                                   undirected      unweighted         bipartite  noselfloops    multiedges          3571   17046              0.0026742     0.000728558   0.000728354         9.54691                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_ka                                   undirected      unweighted         bipartite  noselfloops    multiedges          5267   12212              0.000880588   0.000466181   0.000466092         4.63717                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_kk                                   undirected      unweighted         bipartite  noselfloops    multiedges          1162    2101              0.00311471    0.00179826    0.00179671          3.61618                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_km                                   undirected      unweighted         bipartite  noselfloops    multiedges          1189    3661              0.0051836     0.00162828    0.00162691          6.15812                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_kn                                   undirected      unweighted         bipartite  noselfloops    multiedges           204     278              0.0134261     0.00917608    0.0091311           2.72549                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_ko                                   undirected      unweighted         bipartite  noselfloops    multiedges          6633   22016              0.00100095    0.000443237   0.00044317          6.63832                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_ks                                   undirected      unweighted         bipartite  noselfloops    multiedges            89     110              0.0280899     0.0211951     0.0209569           2.47191                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_ku                                   undirected      unweighted         bipartite  noselfloops    multiedges           707    1350              0.00540928    0.0026245     0.00262079          3.81895                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_ky                                   undirected      unweighted         bipartite  noselfloops    multiedges           647     905              0.00433054    0.00277059    0.0027663           2.79753                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_la                                   undirected      unweighted         bipartite  noselfloops    multiedges          1014    2950              0.00574387    0.00239295    0.00239059          5.81854                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_lb                                   undirected      unweighted         bipartite  noselfloops    multiedges           175     208              0.0136617     0.00978654    0.00973061          2.37714                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_li                                   undirected      unweighted         bipartite  noselfloops    multiedges          1229    2321              0.00307578    0.00214284    0.0021411           3.77705                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_ln                                   undirected      unweighted         bipartite  noselfloops    multiedges           114     195              0.0302748     0.0200279     0.0198523           3.42105                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_lt                                   undirected      unweighted         bipartite  noselfloops    multiedges          3014   14799              0.00325927    0.000910014   0.000909712         9.82017                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_lv                                   undirected      unweighted         bipartite  noselfloops    multiedges           420     774              0.00879645    0.00500057    0.00498866          3.68571                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_mg                                   undirected      unweighted         bipartite  noselfloops    multiedges           609     788              0.00425633    0.00297619    0.0029713           2.58785                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_mi                                   undirected      unweighted         bipartite  noselfloops    multiedges            94     155              0.035461      0.0242507     0.0239928           3.29787                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_mk                                   undirected      unweighted         bipartite  noselfloops    multiedges          2155    3748              0.00161487    0.00102243    0.00102196          3.47842                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_ml                                   undirected      unweighted         bipartite  noselfloops    multiedges          3955   11388              0.00145645    0.000804319   0.000804116         5.75879                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_mn                                   undirected      unweighted         bipartite  noselfloops    multiedges           253     388              0.0121714     0.00806199    0.00803012          3.06719                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_mr                                   undirected      unweighted         bipartite  noselfloops    multiedges          1199    2457              0.00342105    0.00212754    0.00212576          4.09842                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_ms                                   undirected      unweighted         bipartite  noselfloops    multiedges          2102    5593              0.00253289    0.00130381    0.00130319          5.3216                           Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_my                                   undirected      unweighted         bipartite  noselfloops    multiedges            98     123              0.0258784     0.0183042     0.0181175           2.5102                           Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_na                                   undirected      unweighted         bipartite  noselfloops    multiedges           300     414              0.00923077    0.00624303    0.00622222          2.76                             Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_nah                                  undirected      unweighted         bipartite  noselfloops    multiedges            97     122              0.0262027     0.020189      0.0199809           2.51546                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_nds                                  undirected      unweighted         bipartite  noselfloops    multiedges           244     286              0.00964717    0.00728597    0.00725611          2.34426                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_ne                                   undirected      unweighted         bipartite  noselfloops    multiedges          2504    7105              0.00226725    0.000963062   0.000962677         5.67492                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_no                                   undirected      unweighted         bipartite  noselfloops    multiedges          4821   29595              0.00254721    0.0006209     0.000620772        12.2775                           Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_oc                                   undirected      unweighted         bipartite  noselfloops    multiedges           875    1684              0.00440405    0.00253155    0.00252865          3.84914                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_pa                                   undirected      unweighted         bipartite  noselfloops    multiedges           824    1278              0.00376907    0.00238884    0.00238595          3.10194                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_ps                                   undirected      unweighted         bipartite  noselfloops    multiedges           174     257              0.0170753     0.0102319     0.0101731           2.95402                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_qu                                   undirected      unweighted         bipartite  noselfloops    multiedges           100     134              0.0270707     0.0191919     0.019               2.68                             Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_rm                                   undirected      unweighted         bipartite  noselfloops    multiedges            70      67              0.0277433     0.0240166     0.0236735           1.91429                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_ro                                   undirected      unweighted         bipartite  noselfloops    multiedges          4740   18527              0.00164957    0.000620936   0.000620805         7.8173                           Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_ru                                   undirected      unweighted         bipartite  noselfloops    multiedges         16447   88077              0.000651247   0.000214006   0.000213993        10.7104                           Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_sa                                   undirected      unweighted         bipartite  noselfloops    multiedges          1493    1956              0.00175618    0.00109806    0.00109733          2.62023                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_se                                   undirected      unweighted         bipartite  noselfloops    multiedges           110     141              0.0235196     0.0191827     0.0190083           2.56364                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_si                                   undirected      unweighted         bipartite  noselfloops    multiedges          3427    5850              0.000996516   0.000560093   0.00055993          3.41406                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_simple                               undirected      unweighted         bipartite  noselfloops    multiedges          3253   11524              0.00217871    0.00115704    0.00115668          7.08515                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_sk                                   undirected      unweighted         bipartite  noselfloops    multiedges          2586    9256              0.00276926    0.00126466    0.00126417          7.15855                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_sl                                   undirected      unweighted         bipartite  noselfloops    multiedges          2250    8809              0.00348165    0.00100983    0.00100938          7.83022                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_sq                                   undirected      unweighted         bipartite  noselfloops    multiedges          7177   21709              0.000843033   0.000300259   0.000300217         6.0496                           Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_sr                                   undirected      unweighted         bipartite  noselfloops    multiedges          3308    7700              0.00140774    0.000666755   0.000666553         4.65538                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_su                                   undirected      unweighted         bipartite  noselfloops    multiedges           433     525              0.00561329    0.00419126    0.00418158          2.42494                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_sv                                   undirected      unweighted         bipartite  noselfloops    multiedges          7094   30924              0.00122915    0.000489728   0.000489659         8.71835                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_sw                                   undirected      unweighted         bipartite  noselfloops    multiedges           264     297              0.00855513    0.00653877    0.006514            2.25                             Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_ta                                   undirected      unweighted         bipartite  noselfloops    multiedges          3873   10561              0.00140848    0.000660565   0.000660394         5.45365                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_te                                   undirected      unweighted         bipartite  noselfloops    multiedges           944    1646              0.00369808    0.00199508    0.00199296          3.48729                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_tg                                   undirected      unweighted         bipartite  noselfloops    multiedges           960    1308              0.0028415     0.00202685    0.00202474          2.725                            Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_th                                   undirected      unweighted         bipartite  noselfloops    multiedges         12734   33220              0.000409764   0.000209791   0.000209775         5.21753                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_tk                                   undirected      unweighted         bipartite  noselfloops    multiedges           307     373              0.00794107    0.00602499    0.00600537          2.42997                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_tl                                   undirected      unweighted         bipartite  noselfloops    multiedges          2341    5767              0.00210554    0.00117708    0.00117658          4.92695                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_tr                                   undirected      unweighted         bipartite  noselfloops    multiedges          7395   25452              0.000930967   0.000457363   0.000457301         6.88357                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_tt                                   undirected      unweighted         bipartite  noselfloops    multiedges          1671    2861              0.00205048    0.00137678    0.00137596          3.4243                           Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_ug                                   undirected      unweighted         bipartite  noselfloops    multiedges           107     150              0.0264504     0.0208076     0.0206132           2.80374                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_uk                                   undirected      unweighted         bipartite  noselfloops    multiedges          3229   14277              0.00273946    0.000816255   0.000816002         8.84299                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_ur                                   undirected      unweighted         bipartite  noselfloops    multiedges          1584    3164              0.00252366    0.00139423    0.00139335          3.99495                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_uz                                   undirected      unweighted         bipartite  noselfloops    multiedges           500     565              0.00452906    0.00352705    0.00352             2.26                             Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_vi                                   undirected      unweighted         bipartite  noselfloops    multiedges          9144   32618              0.000780301   0.000316781   0.000316746         7.1343                           Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_vo                                   undirected      unweighted         bipartite  noselfloops    multiedges           394     499              0.00644528    0.00448199    0.00447061          2.53299                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_wa                                   undirected      unweighted         bipartite  noselfloops    multiedges           171     187              0.0128655     0.00942552    0.0093704           2.18713                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_xh                                   undirected      unweighted         bipartite  noselfloops    multiedges           167     202              0.0145733     0.0102446     0.0101832           2.41916                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_yo                                   undirected      unweighted         bipartite  noselfloops    multiedges           147     193              0.0179853     0.0129531     0.012865            2.62585                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_za                                   undirected      unweighted         bipartite  noselfloops    multiedges           190     233              0.0129769     0.00941242    0.00936288          2.45263                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_zh                                   undirected      unweighted         bipartite  noselfloops    multiedges         14125   53881              0.000540156   0.000251998   0.00025198          7.62917                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_zh_min_nan                           undirected      unweighted         bipartite  noselfloops    multiedges           520     750              0.00555803    0.0035349     0.00352811          2.88462                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikibooks_zu                                   undirected      unweighted         bipartite  noselfloops    multiedges           271     356              0.00973076    0.0064234     0.00639969          2.62731                          Informational,Webgraph,Timestamps                  None                                                   http://konect.cc/networks/edit-enwikibooks
edit_wikinews_bg                                    undirected      unweighted         bipartite  noselfloops    multiedges          4457   13336              0.00134297    0.000598377   0.000598243         5.98429                          Informational,Webgraph,Timestamps                  None                                                    http://konect.cc/networks/edit-enwikinews
edit_wikinews_bs                                    undirected      unweighted         bipartite  noselfloops    multiedges          4540   18981              0.00184218    0.000974714   0.0009745           8.36167                          Informational,Webgraph,Timestamps                  None                                                    http://konect.cc/networks/edit-enwikinews
edit_wikinews_ca                                    undirected      unweighted         bipartite  noselfloops    multiedges         11942  125869              0.00176535    0.000401025   0.000400992        21.0801                           Informational,Webgraph,Timestamps                  None                                                    http://konect.cc/networks/edit-enwikinews
edit_wikinews_cs                                    undirected      unweighted         bipartite  noselfloops    multiedges         10943   47698              0.000796704   0.000462525   0.000462483         8.71754                          Informational,Webgraph,Timestamps                  None                                                    http://konect.cc/networks/edit-enwikinews
edit_wikinews_el                                    undirected      unweighted         bipartite  noselfloops    multiedges         10982   59782              0.000991464   0.000338908   0.000338877        10.8873                           Informational,Webgraph,Timestamps                  None                                                    http://konect.cc/networks/edit-enwikinews
edit_wikinews_eo                                    undirected      unweighted         bipartite  noselfloops    multiedges          6031  125544              0.00690429    0.000607145   0.000607044        41.6329                           Informational,Webgraph,Timestamps                  None                                                    http://konect.cc/networks/edit-enwikinews
edit_wikinews_fa                                    undirected      unweighted         bipartite  noselfloops    multiedges         17279  241703              0.0016192     0.000198522   0.00019851         27.9765                           Informational,Webgraph,Timestamps                  None                                                    http://konect.cc/networks/edit-enwikinews
edit_wikinews_fi                                    undirected      unweighted         bipartite  noselfloops    multiedges          6866   49470              0.00209907    0.000696297   0.000696195        14.4101                           Informational,Webgraph,Timestamps                  None                                                    http://konect.cc/networks/edit-enwikinews
edit_wikinews_he                                    undirected      unweighted         bipartite  noselfloops    multiedges          4946   23441              0.00191684    0.00079099    0.00079083          9.47877                          Informational,Webgraph,Timestamps                  None                                                    http://konect.cc/networks/edit-enwikinews
edit_wikinews_hu                                    undirected      unweighted         bipartite  noselfloops    multiedges          5541   27265              0.00177639    0.000687035   0.000686911         9.84118                          Informational,Webgraph,Timestamps                  None                                                    http://konect.cc/networks/edit-enwikinews
edit_wikinews_ko                                    undirected      unweighted         bipartite  noselfloops    multiedges          3508   19011              0.00309058    0.0016473     0.00164683         10.8387                           Informational,Webgraph,Timestamps                  None                                                    http://konect.cc/networks/edit-enwikinews
edit_wikinews_nl                                    undirected      unweighted         bipartite  noselfloops    multiedges          8000   50296              0.00157195    0.000977966   0.000977844        12.574                            Informational,Webgraph,Timestamps                  None                                                    http://konect.cc/networks/edit-enwikinews
