# source, target 
21,60
21,76
21,60
21,60
21,60
21,60
21,60
21,264
21,242
21,242
21,60
21,242
21,60
21,242
21,60
21,242
21,242
21,60
21,109
21,109
21,242
21,219
21,219
21,242
21,219
21,242
21,242
21,242
21,242
21,242
21,219
21,242
21,242
21,219
21,242
21,219
21,242
21,219
21,219
21,219
21,219
21,219
21,241
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,219
21,242
21,109
21,242
21,109
21,109
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,109
21,76
21,76
21,76
21,219
21,76
21,219
21,76
21,76
21,242
21,76
21,76
21,76
21,76
21,76
21,109
21,109
21,109
21,109
21,242
21,76
21,242
21,242
21,76
21,219
21,98
21,242
21,242
21,242
21,219
21,242
21,219
21,242
21,76
21,76
21,76
21,76
21,76
21,242
21,109
21,242
21,109
21,76
21,109
21,76
21,264
21,109
21,76
21,264
21,76
21,98
21,242
21,242
21,242
21,242
21,242
21,264
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,105
21,242
21,105
21,242
21,242
21,105
21,242
21,105
21,242
21,242
21,105
21,242
21,242
21,242
21,105
21,98
21,105
21,242
21,105
21,242
21,105
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,109
21,242
21,242
21,242
21,242
21,242
21,242
21,264
21,264
21,242
21,242
21,264
21,264
21,105
21,242
21,242
21,158
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,98
21,242
21,98
21,98
21,98
21,98
21,242
21,98
21,242
21,242
21,98
21,242
21,242
21,219
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,105
21,111
21,242
21,98
21,98
21,242
21,242
21,60
21,60
21,109
21,60
21,242
21,242
21,242
21,242
21,60
21,242
21,242
21,60
21,242
21,242
21,242
21,60
21,60
21,242
21,242
21,60
21,147
21,60
21,37
21,91
21,147
21,37
21,158
21,60
21,60
21,60
21,60
21,91
21,241
21,98
21,37
21,37
21,39
21,60
21,60
21,242
21,60
21,242
21,60
21,242
21,60
21,60
21,60
21,60
21,60
21,60
21,242
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,242
21,60
21,242
21,242
21,242
21,242
21,242
21,242
21,60
21,242
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,60
21,242
21,60
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,60
21,242
21,222
21,60
21,242
21,60
21,222
21,60
21,60
21,242
21,60
21,242
21,60
21,242
21,60
21,242
21,60
21,242
21,60
21,242
21,60
21,242
21,60
21,242
21,242
21,60
21,242
21,60
21,242
21,60
21,242
21,60
21,242
21,242
21,60
21,60
21,242
21,219
21,60
21,242
21,60
21,242
21,60
21,242
21,60
21,222
21,60
21,242
21,242
21,242
21,60
21,264
21,242
21,60
21,242
21,60
21,241
21,242
21,222
21,60
21,242
21,60
21,242
21,242
21,60
21,60
21,60
21,242
21,60
21,242
21,60
21,60
21,242
21,60
21,242
21,242
21,60
21,242
21,219
21,242
21,242
21,60
21,242
21,242
21,242
21,242
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,60
21,242
21,60
21,242
21,242
21,242
21,60
21,242
21,60
21,242
21,60
21,60
21,242
21,60
21,60
21,242
21,60
21,242
21,60
21,60
21,60
21,60
21,60
21,60
21,242
21,60
21,60
21,60
21,60
21,219
21,219
21,222
21,219
21,222
21,219
21,222
21,60
21,219
21,222
21,219
21,219
21,222
21,219
21,222
21,219
21,222
21,242
21,219
21,222
21,222
21,60
21,60
21,60
21,60
21,60
21,60
21,242
21,242
21,242
21,242
21,242
21,242
21,60
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,60
21,242
21,60
21,242
21,60
21,242
21,242
21,242
21,242
21,222
21,242
21,222
21,264
21,242
21,264
21,242
21,242
21,242
21,242
21,264
21,242
21,242
21,242
21,242
21,219
21,242
21,242
21,242
21,242
21,219
21,242
21,242
21,60
21,60
21,60
21,60
21,222
21,60
21,222
21,60
21,222
21,60
21,222
21,60
21,222
21,60
21,222
21,60
21,222
21,242
21,242
21,242
21,242
21,242
21,242
21,242
21,264
21,242
21,242
21,242
21,242
21,264
21,242
21,242
21,264
21,242
21,264
21,242
21,264
21,242
21,264
21,242
21,60
21,242
21,242
21,219
21,60
21,60
21,60
21,60
21,60
21,60
21,242
21,242
21,60
21,242
21,60
21,60
21,222
21,60
22,253
22,131
22,131
22,49
22,49
22,160
22,49
22,160
22,49
22,49
22,49
22,160
22,49
22,160
22,49
22,49
22,49
22,49
22,49
22,49
22,49
22,160
22,49
22,49
22,49
22,49
22,160
22,49
22,49
22,160
22,160
22,160
22,319
22,160
22,106
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,195
22,131
22,131
22,131
22,106
22,131
22,195
22,126
22,131
22,131
22,131
22,126
22,131
22,131
22,131
22,126
22,131
22,237
22,237
22,126
22,131
22,131
22,131
22,126
22,126
22,126
22,131
22,131
22,126
22,131
22,131
22,131
22,131
22,78
22,131
22,131
22,131
22,131
22,237
22,126
22,126
22,131
22,131
22,126
22,131
22,126
22,126
22,126
22,126
22,131
22,237
22,131
22,126
22,126
22,126
22,131
22,126
22,237
22,126
22,131
22,237
22,126
22,131
22,126
22,131
22,126
22,131
22,126
22,131
22,131
22,126
22,131
22,126
22,131
22,126
22,131
22,131
22,126
22,131
22,126
22,131
22,126
22,131
22,131
22,131
22,131
22,131
22,126
22,131
22,126
22,131
22,237
22,126
22,126
22,126
22,131
22,131
22,69
22,100
22,137
22,131
22,69
22,131
22,251
22,251
22,251
22,251
22,251
22,251
22,251
22,251
22,251
22,251
22,251
22,251
22,251
22,251
22,251
22,251
22,251
22,251
22,41
22,42
22,42
22,42
22,42
22,251
22,251
22,251
22,251
22,251
22,131
22,251
22,131
22,251
22,251
22,251
22,251
22,251
22,251
22,42
22,251
22,251
22,251
22,251
22,251
22,251
22,251
22,251
22,42
22,251
22,251
22,42
22,42
22,42
22,42
22,42
22,42
22,78
22,42
22,251
22,42
22,42
22,78
22,42
22,78
22,42
22,78
22,42
22,78
22,78
22,42
22,42
22,78
22,42
22,78
22,42
22,42
22,42
22,42
22,42
22,42
22,42
22,42
22,251
22,42
22,42
22,42
22,42
22,42
22,42
22,42
22,131
22,64
22,251
22,251
22,131
22,251
22,251
22,251
22,251
22,251
22,251
22,251
22,64
22,251
22,64
22,251
22,251
22,251
22,42
22,251
22,251
22,64
22,251
22,251
22,251
22,192
22,64
22,192
22,206
22,192
22,192
22,192
22,192
22,192
22,192
22,192
22,192
22,192
22,64
22,192
22,64
22,192
22,192
22,192
22,192
22,78
22,192
22,192
22,192
22,64
22,192
22,251
22,251
22,67
22,251
22,67
22,131
22,67
22,131
22,131
22,131
22,131
22,41
22,251
22,251
22,41
22,251
22,131
22,251
22,131
22,41
22,251
22,251
22,131
22,41
22,251
22,251
22,251
22,251
22,251
22,251
22,251
22,251
22,251
22,251
22,251
22,42
22,42
22,42
22,42
22,42
22,42
22,42
22,42
22,251
22,42
22,42
22,251
22,251
22,276
22,67
22,192
22,195
22,195
22,195
22,192
22,195
22,195
22,195
22,251
22,251
22,251
22,195
22,251
22,131
22,202
22,137
22,102
22,202
22,276
22,49
22,80
22,80
22,288
22,55
22,195
22,131
22,251
22,195
22,251
22,102
22,131
22,81
22,195
22,251
22,131
22,195
22,251
22,131
22,195
22,131
22,251
22,195
22,251
22,131
22,131
22,131
22,51
22,195
22,131
22,51
22,131
22,42
22,51
22,195
22,108
22,41
22,237
22,274
22,41
22,41
22,41
22,126
22,131
22,195
22,195
22,131
22,195
22,131
22,131
22,195
22,131
22,195
22,195
22,131
22,195
22,131
22,195
22,131
22,195
22,131
22,195
22,131
22,192
22,195
22,195
22,195
22,41
22,42
22,251
22,195
22,195
22,251
22,195
22,195
22,251
22,195
22,195
22,192
22,192
22,192
22,192
22,192
22,192
22,192
22,192
22,195
22,251
22,251
22,192
22,195
22,251
22,251
22,251
22,251
22,195
22,251
22,251
22,251
22,192
22,192
22,192
22,192
22,41
22,41
22,41
22,41
22,41
22,41
22,195
22,41
22,64
22,64
22,251
22,41
22,41
22,67
22,67
22,41
22,251
22,195
22,195
22,41
22,41
22,195
22,251
22,251
22,64
22,195
22,195
22,64
22,251
22,195
22,251
22,195
22,195
22,251
22,51
22,274
22,87
22,41
22,41
22,131
22,131
22,131
22,41
22,108
22,108
22,32
22,32
22,32
22,32
22,278
22,139
22,139
22,112
22,131
22,88
22,126
22,319
22,49
22,195
22,265
22,195
22,195
22,195
22,49
22,49
22,49
22,49
22,92
22,274
22,251
22,78
22,251
22,251
22,251
22,251
22,274
22,41
22,139
22,100
22,140
22,112
22,140
22,100
22,100
22,112
22,140
22,100
22,100
22,140
22,202
22,244
22,112
22,112
22,237
22,67
22,41
22,192
22,112
22,276
22,140
22,41
22,78
22,251
22,78
22,78
22,251
22,251
22,251
22,251
22,251
22,251
22,67
22,42
22,64
22,251
22,64
22,251
22,251
22,251
22,251
22,251
22,276
22,64
22,42
22,251
22,251
22,42
22,251
22,42
22,251
22,42
22,251
22,64
22,42
22,251
22,251
22,251
22,64
22,251
22,251
22,251
22,251
22,251
22,251
22,67
22,67
22,251
22,195
22,251
22,251
22,195
22,251
22,64
22,251
22,195
22,251
22,251
22,251
22,42
22,251
22,64
22,251
22,251
22,251
22,42
22,251
22,42
22,251
22,41
22,251
22,251
22,195
22,41
22,140
22,140
22,251
22,251
22,140
22,195
22,140
22,276
22,140
22,276
22,140
22,276
22,140
22,140
22,140
22,140
22,140
22,140
22,276
22,276
22,276
22,140
22,276
22,276
22,276
22,140
22,276
22,276
22,276
22,276
22,276
22,276
22,276
22,140
22,276
22,276
22,276
22,276
22,276
22,276
22,276
22,276
22,140
22,140
22,140
22,140
22,140
22,140
22,276
22,276
22,140
22,276
22,276
22,276
22,276
22,276
22,276
22,276
22,276
22,276
22,140
22,140
22,276
22,140
22,140
22,140
22,276
22,276
22,276
22,140
22,276
22,276
22,140
22,140
22,140
22,140
22,276
22,140
22,140
22,140
22,276
22,140
22,276
22,276
22,276
22,140
22,276
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,160
22,64
22,64
22,64
22,41
22,41
22,131
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,67
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,49
22,41
22,41
22,64
22,41
22,64
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,67
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,131
22,41
22,131
22,131
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,251
22,42
22,251
22,251
22,42
22,42
22,251
22,41
22,41
22,41
22,41
22,41
22,41
22,67
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,251
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,251
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,41
22,131
22,41
22,131
22,41
22,41
22,131
22,160
22,41
22,131
22,160
22,131
22,131
22,160
22,160
22,259
22,131
22,195
22,131
22,131
22,131
22,195
22,131
22,195
22,131
22,195
22,131
22,259
22,195
22,259
22,259
22,259
22,195
22,259
22,131
22,131
22,131
22,78
22,195
22,131
22,131
22,70
22,131
22,131
22,131
22,131
22,78
22,78
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,259
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,259
22,131
22,259
22,131
22,259
22,131
22,259
22,131
22,131
22,131
22,131
22,131
22,259
22,131
22,259
22,131
22,131
22,131
22,259
22,259
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,259
22,131
22,259
22,131
22,259
22,259
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,259
22,131
22,259
22,131
22,259
22,131
22,259
22,131
22,259
22,131
22,259
22,131
22,131
22,131
22,259
22,131
22,259
22,259
22,131
22,259
22,131
22,131
22,259
22,131
22,259
22,131
22,259
22,131
22,259
22,131
22,259
22,131
22,131
22,131
22,131
22,78
22,131
22,131
22,78
22,131
22,259
22,131
22,259
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,131
22,102
22,195
22,131
22,195
22,181
22,122
22,144
22,49
22,49
22,49
22,49
22,49
22,87
22,87
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,237
22,126
22,126
22,126
22,106
22,126
22,126
22,106
22,251
22,126
22,237
22,106
22,237
22,126
22,106
22,126
22,126
22,126
22,126
22,126
22,126
22,106
22,126
22,276
22,251
22,237
22,126
22,106
22,276
22,126
22,106
22,100
22,106
22,126
22,126
22,276
22,100
22,106
22,108
22,276
22,100
22,237
22,100
22,126
22,100
22,106
22,100
22,126
22,100
22,126
22,237
22,106
22,126
22,237
22,126
22,106
22,126
22,106
22,100
22,126
22,100
22,106
22,276
22,126
22,106
22,126
22,100
22,106
22,237
22,106
22,126
22,276
22,126
22,131
22,106
22,131
22,126
22,106
22,131
22,106
22,131
22,106
22,131
22,106
22,131
22,106
22,131
22,102
22,106
22,131
22,102
22,106
22,102
22,102
22,106
22,102
22,106
22,102
22,106
22,131
22,131
22,195
22,195
22,106
22,195
22,237
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,126
22,131
22,32
22,195
22,195
22,144
22,195
22,205
22,205
22,102
22,102
22,102
22,102
22,102
22,64
22,64
22,102
22,102
22,102
22,102
22,102
22,102
22,102
22,102
22,102
22,102
22,64
22,64
22,64
22,64
22,64
22,64
22,64
22,64
22,64
22,64
22,64
22,64
22,64
22,67
22,42
22,69
22,102
22,106
22,160
22,102
22,160
22,102
22,160
22,102
22,42
22,102
22,102
22,67
22,42
22,244
22,32
22,106
22,112
22,106
22,112
22,32
22,102
22,67
22,244
22,112
22,70
22,102
22,237
22,102
22,64
22,195
22,102
22,42
22,102
22,64
22,42
22,102
22,64
22,42
22,64
22,42
22,64
22,42
22,64
22,42
22,102
22,64
22,64
22,64
22,64
22,64
22,42
22,42
22,42
22,64
22,42
22,64
22,102
22,102
22,102
22,42
22,102
22,102
22,102
22,102
22,102
22,102
22,102
22,102
22,42
22,102
22,42
22,102
22,102
22,102
22,102
22,195
22,102
22,42
22,102
22,237
22,237
22,237
22,237
22,237
22,102
22,237
22,102
22,102
22,102
22,42
22,102
22,102
22,102
22,102
22,106
22,160
22,160
22,102
22,137
22,137
22,137
22,237
22,100
22,49
22,100
22,237
22,49
22,237
22,49
22,251
22,237
22,49
22,237
22,42
22,42
22,42
22,251
22,42
22,251
22,42
22,251
22,251
22,251
22,64
22,42
22,64
22,42
22,251
22,42
22,64
22,64
22,64
22,42
22,64
22,42
22,64
22,42
22,42
22,64
22,42
22,64
22,64
22,42
22,64
22,42
22,42
22,42
22,64
22,64
22,42
22,64
22,64
22,64
22,64
22,251
22,64
22,42
22,42
22,276
22,42
22,276
22,64
22,42
22,42
22,64
22,64
22,64
22,64
22,42
22,64
22,42
22,64
22,64
22,42
22,64
22,42
22,64
22,42
22,64
22,42
22,42
22,42
22,42
22,42
22,69
22,64
22,64
22,64
22,233
22,64
22,64
22,64
22,64
22,42
22,233
22,64
22,42
22,233
22,64
22,42
22,64
22,42
22,69
22,64
22,69
22,42
22,69
22,69
22,64
22,42
22,64
22,64
22,42
22,42
22,64
22,42
22,42
22,42
22,69
22,251
22,251
22,251
22,251
22,251
22,233
22,233
22,67
22,233
22,67
22,251
22,251
22,64
22,251
22,251
22,42
22,42
22,233
22,64
22,42
22,64
22,251
22,251
22,42
22,251
22,233
22,251
22,42
22,67
22,42
22,42
22,42
22,49
22,49
22,49
22,49
22,49
23,204
23,204
23,58
23,86
23,58
23,58
23,58
23,58
23,58
23,58
23,58
23,58
23,58
23,118
23,164
23,265
23,134
23,230
23,265
23,118
23,164
23,164
23,204
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,204
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,204
23,164
23,204
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,204
23,164
23,164
23,204
23,164
23,204
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,204
23,164
23,164
23,204
23,164
23,204
23,164
23,204
23,164
23,204
23,164
23,204
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,86
23,118
23,164
23,127
23,164
23,103
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,204
23,164
23,37
23,164
23,164
23,164
23,164
23,266
23,164
23,266
23,164
23,164
23,164
23,164
23,164
23,58
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,204
23,193
23,164
23,164
23,164
23,164
23,164
23,121
23,204
23,204
23,204
23,204
23,204
23,204
23,204
23,204
23,204
23,204
23,204
23,164
23,164
23,130
23,103
23,86
23,265
23,130
23,58
23,164
23,58
23,164
23,58
23,164
23,58
23,164
23,58
23,164
23,58
23,164
23,58
23,164
23,185
23,58
23,164
23,58
23,185
23,164
23,185
23,58
23,164
23,185
23,58
23,164
23,58
23,164
23,185
23,185
23,164
23,58
23,185
23,164
23,58
23,185
23,58
23,164
23,185
23,58
23,164
23,185
23,58
23,164
23,185
23,58
23,76
23,164
23,185
23,58
23,164
23,185
23,58
23,164
23,185
23,58
23,164
23,185
23,58
23,164
23,65
23,185
23,58
23,164
23,65
23,185
23,58
23,164
23,65
23,185
23,58
23,164
23,65
23,185
23,164
23,58
23,185
23,58
23,164
23,58
23,164
23,164
23,193
23,164
23,193
23,193
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,230
23,230
23,230
23,230
23,230
23,230
23,230
23,230
23,230
23,230
23,230
23,230
23,230
23,230
23,230
23,230
23,230
23,230
23,230
23,86
23,86
23,230
23,230
23,230
23,230
23,230
23,230
23,230
23,230
23,86
23,103
23,86
23,86
23,72
23,86
23,86
23,72
23,86
23,72
23,86
23,86
23,86
23,86
23,86
23,86
23,86
23,86
23,86
23,86
23,86
23,86
23,86
23,86
23,86
23,103
23,103
23,86
23,130
23,103
23,86
23,103
23,134
23,134
23,86
23,86
23,134
23,103
23,103
23,164
23,86
23,86
23,86
23,86
23,103
23,103
23,124
23,86
23,86
23,130
23,164
23,164
23,164
23,86
23,86
23,86
23,265
23,134
23,86
23,121
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,103
23,86
23,103
23,107
23,107
23,242
23,164
23,164
23,164
23,66
23,164
23,66
23,164
23,66
23,66
23,164
23,66
23,66
23,25
23,66
23,107
23,107
23,204
23,121
23,204
23,130
23,121
23,204
23,130
23,164
23,266
23,130
23,164
23,130
23,266
23,130
23,266
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,266
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,68
23,130
23,68
23,130
23,68
23,130
23,68
23,130
23,68
23,130
23,68
23,130
23,68
23,130
23,130
23,68
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,204
23,130
23,204
23,68
23,130
23,68
23,130
23,68
23,130
23,68
23,130
23,68
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,68
23,130
23,68
23,130
23,130
23,130
23,130
23,130
23,130
23,68
23,130
23,68
23,68
23,68
23,130
23,68
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,130
23,68
23,68
23,266
23,204
23,204
23,204
23,204
23,204
23,204
23,204
23,204
23,204
23,204
23,204
23,204
23,204
23,204
23,68
23,68
23,68
23,164
23,164
23,68
23,164
23,204
23,68
23,68
23,68
23,193
23,193
23,193
23,164
23,164
23,164
23,164
23,130
23,130
23,121
23,130
23,164
23,164
23,103
23,164
23,164
23,265
23,164
23,164
23,164
23,53
23,164
23,164
23,130
23,53
23,170
23,164
23,130
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,287
23,287
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,204
23,204
23,204
23,204
23,204
23,204
23,90
23,204
23,90
23,204
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,68
23,164
23,90
23,90
23,86
23,90
23,164
23,204
23,90
23,86
23,90
23,164
23,164
23,164
23,90
23,164
23,178
23,86
23,86
23,86
23,86
23,164
23,90
23,164
23,90
23,164
23,90
23,164
23,90
23,164
23,90
23,164
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,124
23,90
23,154
23,61
23,90
23,154
23,90
23,124
23,90
23,90
23,90
23,164
23,90
23,121
23,90
23,90
23,90
23,287
23,204
23,193
23,90
23,90
23,90
23,90
23,193
23,204
23,204
23,204
23,204
23,204
23,204
23,90
23,287
23,287
23,287
23,121
23,193
23,204
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,90
23,236
23,204
23,164
23,53
23,153
23,164
23,204
23,164
23,204
23,164
23,146
23,247
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,247
23,281
23,247
23,164
23,164
23,164
23,164
23,193
23,193
23,72
23,72
23,109
23,121
23,121
23,266
23,121
23,266
23,121
23,164
23,164
23,164
23,58
23,204
23,204
23,204
23,204
23,204
23,164
23,193
23,193
23,164
23,121
23,204
23,58
23,58
23,58
23,204
23,204
23,204
23,58
23,204
23,204
23,204
23,204
23,58
23,121
23,68
23,121
23,164
23,103
23,164
23,121
23,127
23,230
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,265
23,164
23,164
23,58
23,164
23,164
23,164
23,164
23,164
23,164
23,204
23,164
23,58
23,164
23,164
23,154
23,164
23,164
23,58
23,164
23,164
23,164
23,164
23,164
23,58
23,164
23,58
23,58
23,58
23,58
23,164
23,164
23,164
23,287
23,204
23,204
23,204
23,287
23,287
23,287
23,287
23,287
23,287
23,287
23,287
23,287
23,204
23,287
23,204
23,204
23,204
23,204
23,204
23,204
23,204
23,287
23,287
23,287
23,287
23,287
23,287
23,287
23,287
23,204
23,149
23,164
23,164
23,86
23,265
23,58
23,164
23,58
23,58
23,58
23,58
23,58
23,164
23,243
23,58
23,164
23,129
23,58
23,164
23,164
23,58
23,58
23,58
23,58
23,164
23,58
23,164
23,275
23,164
23,58
23,164
23,58
23,164
23,58
23,164
23,58
23,58
23,164
23,164
23,287
23,193
23,164
23,121
23,68
23,204
23,204
23,204
23,204
23,58
23,204
23,204
23,58
23,204
23,58
23,266
23,266
23,204
23,266
23,204
23,204
23,266
23,204
23,266
23,287
23,266
23,287
23,287
23,287
23,164
23,287
23,287
23,287
23,287
23,287
23,164
23,154
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,266
23,164
23,164
23,164
23,164
23,164
23,164
23,164
23,204
23,204
23,164
23,164
23,164
23,164
23,164
23,103
23,164
23,204
23,149
23,124
23,149
23,68
23,124
23,149
23,149
23,164
23,164
23,164
23,107
23,164
23,164
23,86
23,86
23,86
23,130
23,130
23,86
23,86
23,86
23,130
23,86
23,86
23,130
23,86
23,86
23,86
23,86
23,86
23,86
23,86
23,86
23,86
23,86
23,130
23,86
23,86
23,86
23,58
23,130
23,164
23,58
23,58
23,58
23,288
23,58
23,189
23,164
23,58
23,58
23,58
23,107
23,107
23,58
23,58
23,193
23,193
23,193
23,266
23,266
23,266
23,266
23,193
23,193
23,266
23,266
23,287
23,266
23,266
23,266
23,193
23,193
23,193
23,193
23,204
23,193
23,193
23,266
23,266
23,164
23,134
23,58
23,149
23,164
23,86
23,58
23,164
23,86
23,58
23,164
23,86
23,58
23,164
23,86
23,58
23,86
23,164
23,164
23,86
23,58
23,164
23,86
23,185
23,58
23,164
23,58
23,164
23,86
23,58
23,164
23,86
23,58
23,164
23,58
23,164
23,164
23,58
23,58
